student_id,cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,company_type,job_role,salary_lpa,placement_status,student_segment,experience_score,has_backlog,academic_risk,salary_tier,readiness_score
S133,5.67,Civil,3,0,1,0,0,73.0,8.6,49.5,1,4,0,70.0,1,1,Startup,Analyst,38.02,Placed,4. Low Skill + Low CGPA,2.2,0,Low Risk,High,21.46
S134,5.22,Mechanical,2,0,0,0,1,97.5,6.2,65.7,2,6,0,78.5,1,1,Startup,Analyst,42.88,Placed,4. Low Skill + Low CGPA,3.6000000000000005,0,Low Risk,High,28.19
S135,5.7,CSE,1,1,0,0,1,2.2,8.0,97.8,1,5,0,78.2,2,1,Mid-size,Web Developer,66.09,Placed,4. Low Skill + Low CGPA,2.6,0,Low Risk,High,12.520000000000001
S136,8.27,ECE,1,0,1,0,1,60.9,6.1,46.8,0,4,0,54.2,2,1,MNC,Software Engineer,87.73,Placed,3. Low Skill + High CGPA,1.6,0,Low Risk,High,18.669999999999998
S137,7.02,ECE,1,1,1,0,1,22.6,9.1,65.7,0,6,1,89.0,3,1,MNC,Analyst,82.5,Placed,2. High Skill + Low CGPA,2.4000000000000004,1,High Risk,High,13.8
S138,5.31,IT,3,1,1,0,0,78.6,5.2,55.5,0,4,1,55.8,2,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,1.6,1,High Risk,Not Placed,22.990000000000002
S139,9.39,EEE,3,1,1,0,0,98.5,8.6,41.6,0,6,0,73.6,2,1,Mid-size,Web Developer,60.46,Placed,3. Low Skill + High CGPA,2.4000000000000004,0,Low Risk,High,26.220000000000002
S140,6.99,Mechanical,1,0,0,0,0,9.4,6.1,85.4,0,1,0,27.5,0,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,0.4,0,Low Risk,Not Placed,11.180000000000001
S141,5.79,CSE,1,1,1,0,1,90.6,5.7,99.0,0,1,0,50.7,3,1,MNC,Data Scientist,75.33,Placed,2. High Skill + Low CGPA,0.4,0,Low Risk,High,29.64
S142,9.84,Mechanical,1,1,0,1,0,98.8,6.9,47.3,2,2,0,74.5,2,1,MNC,Analyst,71.46,Placed,3. Low Skill + High CGPA,2.0,0,Low Risk,High,26.380000000000006
S143,7.64,Mechanical,3,1,1,0,1,18.7,9.1,89.1,1,3,1,87.2,3,1,Mid-size,Data Scientist,56.33,Placed,1. High Skill + High CGPA,1.8000000000000003,1,High Risk,High,15.060000000000002
S144,9.1,EEE,1,1,1,0,0,8.7,8.3,65.2,3,3,0,92.4,2,1,Mid-size,Software Engineer,61.19,Placed,3. Low Skill + High CGPA,3.0,0,Low Risk,High,10.59
S145,7.36,ECE,2,1,1,0,1,32.5,8.1,44.2,0,1,0,64.2,3,1,MNC,Software Engineer,75.38,Placed,2. High Skill + Low CGPA,0.4,0,Low Risk,High,12.780000000000001
S146,6.08,ECE,1,1,0,1,0,75.9,9.4,54.0,2,4,0,85.8,2,1,Mid-size,Data Scientist,63.21,Placed,4. Low Skill + Low CGPA,2.8,0,Low Risk,High,23.020000000000003
S147,7.24,Civil,1,1,1,0,0,97.7,4.7,65.4,0,6,2,61.9,2,1,MNC,Analyst,90.3,Placed,4. Low Skill + Low CGPA,2.4000000000000004,1,High Risk,High,28.050000000000004
S148,9.02,Mechanical,2,0,1,1,0,82.9,5.7,92.4,0,6,0,62.8,2,1,MNC,Data Scientist,80.03,Placed,3. Low Skill + High CGPA,2.4000000000000004,0,Low Risk,High,27.89
S149,9.12,IT,1,0,0,1,0,6.4,9.3,92.6,0,6,1,64.8,1,1,Startup,Data Scientist,41.26,Placed,3. Low Skill + High CGPA,2.4000000000000004,1,High Risk,High,12.67
S150,5.17,EEE,1,1,1,1,0,6.4,9.0,75.9,0,5,0,77.3,3,1,MNC,Data Scientist,83.62,Placed,2. High Skill + Low CGPA,2.0,0,Low Risk,High,11.420000000000002
S151,8.47,Civil,2,0,1,0,0,34.1,5.0,50.2,3,6,0,87.0,1,1,Startup,Web Developer,44.46,Placed,3. Low Skill + High CGPA,4.2,0,Low Risk,High,13.990000000000002
S152,6.92,Civil,3,1,1,1,1,74.4,7.0,78.0,0,1,0,61.4,4,1,Mid-size,Data Scientist,56.63,Placed,2. High Skill + Low CGPA,0.4,0,Low Risk,High,24.73
S153,7.25,ECE,1,1,1,0,0,47.4,7.5,72.2,2,1,0,62.9,2,1,MNC,Software Engineer,87.9,Placed,4. Low Skill + Low CGPA,1.6,0,Low Risk,High,18.5
S154,7.56,EEE,1,0,1,0,0,61.7,4.7,60.7,1,1,0,40.9,1,1,Startup,Web Developer,45.06,Placed,3. Low Skill + High CGPA,1.0,0,Low Risk,High,19.480000000000004
S155,5.83,IT,1,1,1,1,1,25.8,8.0,57.8,2,4,1,99.0,4,1,MNC,Web Developer,73.67,Placed,2. High Skill + Low CGPA,2.8,1,High Risk,High,13.84
S156,8.02,ECE,2,1,0,0,0,36.9,4.7,65.1,2,1,0,47.3,1,1,Startup,Data Scientist,43.52,Placed,3. Low Skill + High CGPA,1.6,0,Low Risk,High,15.11
S157,8.23,IT,1,1,1,0,0,11.6,4.9,50.3,1,5,2,65.4,2,1,MNC,Data Scientist,61.99,Placed,3. Low Skill + High CGPA,2.6,1,High Risk,High,9.34
S158,6.48,EEE,2,1,1,0,0,55.9,6.1,83.8,1,4,0,71.8,2,1,MNC,Analyst,80.42,Placed,4. Low Skill + Low CGPA,2.2,0,Low Risk,High,21.52
S159,7.95,CSE,2,0,0,0,0,75.9,4.6,93.4,0,3,0,30.9,0,1,Startup,Analyst,38.24,Placed,3. Low Skill + High CGPA,1.2000000000000002,0,Low Risk,High,25.43
S160,7.15,Civil,3,0,1,0,0,2.5,7.9,78.2,0,3,0,46.8,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,1.2000000000000002,0,Low Risk,Not Placed,9.86
S161,8.03,EEE,3,1,0,1,0,68.8,4.8,69.1,0,3,0,45.8,2,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,1.2000000000000002,0,Low Risk,Not Placed,22.2
S162,6.04,Mechanical,2,1,0,0,0,14.7,6.9,47.8,2,5,2,73.8,1,1,Startup,Software Engineer,46.18,Placed,4. Low Skill + Low CGPA,3.2,1,High Risk,High,9.76
S163,9.92,CSE,2,0,1,0,0,34.0,7.2,49.2,1,2,0,49.1,1,1,Startup,Data Scientist,44.47,Placed,3. Low Skill + High CGPA,1.4,0,Low Risk,High,13.190000000000001
S164,8.55,Mechanical,2,0,1,0,0,83.1,7.3,49.9,1,5,0,68.2,1,1,Startup,Software Engineer,47.88,Placed,3. Low Skill + High CGPA,2.6,0,Low Risk,High,23.54
S165,9.4,CSE,3,1,1,0,0,39.5,4.2,68.5,1,3,0,58.5,2,1,MNC,Web Developer,73.67,Placed,3. Low Skill + High CGPA,1.8000000000000003,0,Low Risk,High,16.37
S166,8.73,ECE,3,1,0,0,0,3.4,9.8,96.9,1,4,0,73.0,1,1,Startup,Analyst,41.56,Placed,3. Low Skill + High CGPA,2.2,0,Low Risk,High,12.400000000000002
S167,6.02,EEE,3,1,0,0,0,57.7,9.2,98.8,1,3,0,63.5,1,1,Startup,Software Engineer,47.02,Placed,4. Low Skill + Low CGPA,1.8000000000000003,0,Low Risk,High,23.240000000000002
S168,5.3,EEE,3,0,1,0,0,31.2,5.5,41.8,3,5,2,76.7,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,3.8,1,High Risk,Not Placed,12.47
S169,8.44,IT,2,1,1,0,0,35.9,8.8,56.7,0,1,1,56.3,2,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,0.4,1,High Risk,Not Placed,14.48
S170,9.97,CSE,3,0,0,0,0,63.3,4.4,40.3,3,4,0,65.9,0,1,Startup,Web Developer,45.74,Placed,3. Low Skill + High CGPA,3.4,0,Low Risk,High,18.18
S171,7.44,CSE,3,0,0,0,0,34.9,4.7,88.5,3,2,0,50.1,0,1,Startup,Data Scientist,43.55,Placed,4. Low Skill + Low CGPA,2.5999999999999996,0,Low Risk,High,17.05
S172,9.21,ECE,2,0,1,0,1,66.7,5.3,91.8,1,6,0,73.6,2,1,MNC,Software Engineer,89.54,Placed,3. Low Skill + High CGPA,3.0000000000000004,0,Low Risk,High,24.700000000000003
S173,6.1,Civil,2,0,0,0,1,18.8,8.3,92.0,1,4,0,60.6,1,1,Startup,Analyst,40.42,Placed,4. Low Skill + Low CGPA,2.2,0,Low Risk,High,14.840000000000002
S174,9.11,Civil,1,1,1,0,0,77.5,5.6,69.8,0,2,1,49.0,2,1,MNC,Analyst,66.47,Placed,3. Low Skill + High CGPA,0.8,1,High Risk,High,23.94
S175,8.92,Mechanical,2,1,1,1,0,46.7,6.0,96.4,0,4,0,66.6,3,1,Mid-size,Web Developer,58.16,Placed,1. High Skill + High CGPA,1.6,0,Low Risk,High,21.080000000000002
S176,9.46,ECE,2,1,1,0,1,8.9,8.1,69.6,1,3,1,81.1,3,1,MNC,Analyst,88.45,Placed,1. High Skill + High CGPA,1.8000000000000003,1,High Risk,High,11.05
S177,6.39,Mechanical,1,0,1,1,0,47.5,7.8,100.0,0,6,2,73.4,2,1,MNC,Data Scientist,68.07,Placed,4. Low Skill + Low CGPA,2.4000000000000004,1,High Risk,High,21.78
S178,6.85,EEE,3,0,1,0,1,85.0,5.3,79.4,1,6,0,77.7,2,1,MNC,Web Developer,70.96,Placed,4. Low Skill + Low CGPA,3.0000000000000004,0,Low Risk,High,27.12
S179,8.69,Civil,3,0,1,0,1,19.9,9.3,57.2,1,1,1,65.7,2,1,MNC,Data Scientist,81.79,Placed,3. Low Skill + High CGPA,1.0,1,High Risk,High,11.530000000000001
S180,9.56,Mechanical,3,1,1,1,0,73.6,6.0,94.4,0,5,0,77.6,3,1,Mid-size,Analyst,60.07,Placed,1. High Skill + High CGPA,2.0,0,Low Risk,High,26.41
S181,8.86,EEE,3,1,1,0,0,77.0,8.8,47.2,0,5,0,73.8,2,1,Mid-size,Software Engineer,64.47,Placed,3. Low Skill + High CGPA,2.0,0,Low Risk,High,22.35
S182,8.32,ECE,2,1,1,0,0,83.0,7.6,57.5,0,3,0,53.5,2,1,MNC,Data Scientist,80.21,Placed,3. Low Skill + High CGPA,1.2000000000000002,0,Low Risk,High,24.160000000000004
S183,7.37,EEE,3,0,1,1,1,99.1,7.3,97.8,0,1,0,59.2,3,1,Mid-size,Analyst,70.41,Placed,2. High Skill + Low CGPA,0.4,0,Low Risk,High,31.38
S184,6.38,EEE,2,1,1,1,0,64.3,8.9,96.8,0,6,0,90.6,3,1,MNC,Web Developer,68.88,Placed,2. High Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,25.23
S185,8.15,Civil,1,1,0,1,0,24.2,7.0,80.8,0,6,2,73.6,2,1,MNC,Web Developer,74.55,Placed,3. Low Skill + High CGPA,2.4000000000000004,1,High Risk,High,15.120000000000001
S186,9.32,Civil,1,1,1,0,0,99.5,7.2,63.5,1,1,0,61.1,2,1,Mid-size,Software Engineer,75.89,Placed,3. Low Skill + High CGPA,1.0,0,Low Risk,High,27.87
S187,6.3,ECE,3,1,1,0,1,98.1,5.1,87.6,3,2,0,84.3,3,1,Mid-size,Analyst,64.75,Placed,2. High Skill + Low CGPA,2.5999999999999996,0,Low Risk,High,30.54
S188,8.87,CSE,1,0,0,0,1,96.0,8.6,91.3,1,5,0,69.4,1,1,Startup,Analyst,44.79,Placed,3. Low Skill + High CGPA,2.6,0,Low Risk,High,30.39
S189,6.11,IT,1,0,1,1,0,42.9,4.2,68.9,1,2,2,49.1,2,1,Mid-size,Data Scientist,56.87,Placed,4. Low Skill + Low CGPA,1.4,1,High Risk,High,16.94
S190,7.41,CSE,1,1,0,0,0,44.4,5.7,77.3,3,5,0,80.7,1,1,Startup,Data Scientist,41.32,Placed,4. Low Skill + Low CGPA,3.8,0,Low Risk,High,18.68
S191,9.59,EEE,3,0,1,0,0,3.6,5.1,92.0,0,5,0,52.5,1,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,2.0,0,Low Risk,Not Placed,11.48
S192,7.14,CSE,2,0,1,0,0,90.4,9.1,64.1,2,2,1,67.7,1,1,Startup,Web Developer,43.46,Placed,4. Low Skill + Low CGPA,2.0,1,High Risk,High,26.300000000000004
S193,7.97,Civil,3,0,1,0,0,87.9,6.8,45.7,2,5,1,78.1,1,1,Startup,Data Scientist,52.09,Placed,3. Low Skill + High CGPA,3.2,1,High Risk,High,24.180000000000003
S194,7.32,Civil,3,0,0,1,0,54.7,7.2,75.4,0,6,0,66.3,1,1,Startup,Web Developer,40.25,Placed,4. Low Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,20.400000000000006
S195,6.15,EEE,2,0,1,1,0,66.3,8.5,90.9,1,2,1,68.7,2,1,MNC,Data Scientist,68.57,Placed,4. Low Skill + Low CGPA,1.4,1,High Risk,High,24.25
S196,10.0,IT,3,1,0,1,0,15.0,6.3,64.9,2,3,0,74.1,2,1,Mid-size,Software Engineer,60.15,Placed,3. Low Skill + High CGPA,2.4000000000000004,0,Low Risk,High,11.47
S197,9.75,CSE,2,1,0,0,1,70.8,5.0,98.3,1,2,0,57.1,2,1,Mid-size,Data Scientist,67.47,Placed,3. Low Skill + High CGPA,1.4,0,Low Risk,High,25.54
S198,9.31,IT,3,0,1,0,0,33.6,9.9,91.4,2,4,0,79.1,1,1,Startup,Web Developer,44.44,Placed,3. Low Skill + High CGPA,2.8,0,Low Risk,High,18.05
S199,7.53,CSE,3,1,1,0,1,12.4,8.8,77.0,2,4,0,96.4,3,1,MNC,Data Scientist,82.12,Placed,1. High Skill + High CGPA,2.8,0,Low Risk,High,12.86
S200,6.54,CSE,2,1,0,1,1,95.2,5.4,92.8,2,4,0,84.4,3,1,MNC,Data Scientist,70.95,Placed,2. High Skill + Low CGPA,2.8,0,Low Risk,High,30.660000000000004
S201,9.68,EEE,3,1,1,0,0,16.3,5.1,41.2,1,5,0,71.5,2,1,Mid-size,Analyst,54.9,Placed,3. Low Skill + High CGPA,2.6,0,Low Risk,High,9.39
S202,8.92,EEE,3,0,0,0,0,5.7,6.2,96.7,1,6,1,54.8,0,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,3.0000000000000004,1,High Risk,Not Placed,12.480000000000002
S203,8.93,Civil,3,1,1,0,1,91.5,4.1,67.0,3,2,3,78.4,3,1,Mid-size,Web Developer,70.83,Placed,1. High Skill + High CGPA,2.5999999999999996,1,High Risk,High,27.06
S204,6.73,Mechanical,2,1,0,0,0,26.9,5.7,79.4,3,3,0,68.8,1,1,Startup,Data Scientist,38.99,Placed,4. Low Skill + Low CGPA,3.0,0,Low Risk,High,15.090000000000002
S205,8.48,Civil,2,1,0,0,1,70.4,6.2,73.8,1,6,0,76.3,2,1,Mid-size,Web Developer,70.59,Placed,3. Low Skill + High CGPA,3.0000000000000004,0,Low Risk,High,23.73
S206,5.77,ECE,1,1,1,1,0,58.8,8.2,80.8,1,1,0,74.0,3,1,Mid-size,Analyst,56.71,Placed,2. High Skill + Low CGPA,1.0,0,Low Risk,High,21.86
S207,8.09,Mechanical,2,1,0,0,0,74.3,6.0,93.4,0,1,0,30.6,1,1,Startup,Data Scientist,43.78,Placed,3. Low Skill + High CGPA,0.4,0,Low Risk,High,25.25
S208,7.95,ECE,2,1,1,0,1,9.1,5.2,92.6,2,1,0,68.3,3,1,MNC,Software Engineer,78.44,Placed,1. High Skill + High CGPA,1.6,0,Low Risk,High,12.95
S209,8.03,Civil,2,1,0,1,1,80.5,8.9,96.0,1,6,0,96.8,3,1,Mid-size,Data Scientist,61.56,Placed,1. High Skill + High CGPA,3.0000000000000004,0,Low Risk,High,28.54
S210,7.14,ECE,2,0,1,0,1,91.5,9.2,42.1,2,2,0,75.1,2,1,MNC,Analyst,82.85,Placed,4. Low Skill + Low CGPA,2.0,0,Low Risk,High,24.630000000000003
S211,9.68,Mechanical,1,0,1,0,0,2.2,5.8,70.2,0,6,0,54.5,1,1,Startup,Data Scientist,41.22,Placed,3. Low Skill + High CGPA,2.4000000000000004,0,Low Risk,High,9.24
S212,7.04,IT,1,1,0,0,1,94.3,8.5,83.2,2,3,0,78.4,2,1,MNC,Web Developer,84.2,Placed,4. Low Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,29.380000000000003
S213,6.78,Civil,1,1,1,1,0,91.4,9.7,59.6,1,2,0,76.4,3,1,MNC,Data Scientist,73.9,Placed,2. High Skill + Low CGPA,1.4,0,Low Risk,High,26.56
S214,6.74,CSE,2,1,1,1,0,46.2,6.5,40.8,0,5,0,76.7,3,1,MNC,Web Developer,77.23,Placed,2. High Skill + Low CGPA,2.0,0,Low Risk,High,15.620000000000001
S215,9.31,ECE,3,1,1,0,0,34.5,6.5,83.9,2,2,0,65.6,2,1,MNC,Web Developer,81.46,Placed,3. Low Skill + High CGPA,2.0,0,Low Risk,High,17.14
S216,5.29,EEE,1,1,0,0,1,61.6,7.3,64.9,1,3,0,66.0,2,1,MNC,Data Scientist,73.15,Placed,4. Low Skill + Low CGPA,1.8000000000000003,0,Low Risk,High,20.740000000000002
S217,7.88,EEE,2,0,1,0,0,93.3,6.6,98.8,1,5,0,68.8,1,1,Startup,Software Engineer,46.32,Placed,3. Low Skill + High CGPA,2.6,0,Low Risk,High,30.4
S218,5.09,Mechanical,2,1,0,0,0,62.8,8.1,55.2,0,4,0,56.8,1,1,Startup,Web Developer,45.83,Placed,4. Low Skill + Low CGPA,1.6,0,Low Risk,High,19.790000000000003
S219,5.64,CSE,2,0,1,0,1,40.5,6.9,40.8,1,1,1,59.7,2,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,1.0,1,High Risk,Not Placed,13.77
S220,5.33,ECE,2,1,0,0,1,6.7,7.9,44.4,1,5,3,76.0,2,1,MNC,Web Developer,70.19,Placed,4. Low Skill + Low CGPA,2.6,1,High Risk,High,8.07
S221,8.65,Mechanical,3,1,1,0,0,4.5,6.1,95.8,1,2,0,58.1,2,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,1.4,0,Low Risk,Not Placed,12.14
S222,9.02,Civil,3,1,1,0,1,58.4,8.7,85.1,2,2,1,81.2,3,1,Mid-size,Data Scientist,63.37,Placed,1. High Skill + High CGPA,2.0,1,High Risk,High,22.560000000000002
S223,6.73,EEE,1,1,0,0,1,43.3,8.6,91.2,1,6,0,85.5,2,1,MNC,Analyst,70.13,Placed,4. Low Skill + Low CGPA,3.0000000000000004,0,Low Risk,High,20.29
S224,6.21,EEE,2,0,0,1,0,18.8,4.5,81.8,1,2,0,48.1,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,1.4,0,Low Risk,Not Placed,13.14
S225,7.75,CSE,2,1,1,1,0,52.9,9.0,67.8,0,3,0,69.6,3,1,Mid-size,Analyst,69.71,Placed,1. High Skill + High CGPA,1.2000000000000002,0,Low Risk,High,19.61
S226,5.94,Civil,3,0,1,0,0,3.1,5.6,42.0,2,3,1,63.1,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.4000000000000004,1,High Risk,Not Placed,6.43
S227,8.92,EEE,3,1,0,0,1,43.6,8.0,45.7,2,1,0,64.7,2,1,Mid-size,Data Scientist,59.68,Placed,3. Low Skill + High CGPA,1.6,0,Low Risk,High,15.140000000000002
S228,9.03,EEE,1,1,1,0,0,41.1,4.8,41.3,1,3,0,54.5,2,1,MNC,Software Engineer,62.23,Placed,3. Low Skill + High CGPA,1.8000000000000003,0,Low Risk,High,14.030000000000001
S229,9.58,EEE,3,1,0,0,0,0.5,9.6,64.9,1,3,0,68.7,1,1,Startup,Software Engineer,44.62,Placed,3. Low Skill + High CGPA,1.8000000000000003,0,Low Risk,High,8.450000000000001
S230,6.95,CSE,3,0,1,1,1,34.2,7.2,52.7,3,4,0,105.2,3,1,Mid-size,Web Developer,66.71,Placed,2. High Skill + Low CGPA,3.4,0,Low Risk,High,14.780000000000001
S231,9.16,IT,2,1,1,0,1,63.2,4.3,78.7,3,6,0,99.5,3,1,MNC,Data Scientist,77.02,Placed,1. High Skill + High CGPA,4.2,0,Low Risk,High,23.19
S232,7.28,CSE,2,1,1,0,0,77.9,7.7,82.0,2,6,0,97.2,2,1,Mid-size,Web Developer,73.8,Placed,4. Low Skill + Low CGPA,3.6000000000000005,0,Low Risk,High,26.35
S233,9.17,ECE,1,1,0,1,0,59.4,8.2,44.0,0,1,0,53.4,2,1,Mid-size,Web Developer,56.0,Placed,3. Low Skill + High CGPA,0.4,0,Low Risk,High,17.85
S234,9.43,ECE,2,0,1,0,1,99.7,4.2,93.8,1,1,0,51.1,2,1,MNC,Web Developer,71.84,Placed,3. Low Skill + High CGPA,1.0,0,Low Risk,High,30.64
S235,9.08,ECE,2,1,1,0,0,7.1,5.3,53.8,1,6,2,71.6,2,1,MNC,Analyst,85.89,Placed,3. Low Skill + High CGPA,3.0000000000000004,1,High Risk,High,8.98
S236,5.57,CSE,2,0,0,0,1,22.0,4.1,89.6,1,4,0,47.9,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.2,0,Low Risk,Not Placed,14.82
S237,9.05,CSE,3,0,0,1,0,8.3,6.9,58.1,1,6,0,71.5,1,1,Startup,Software Engineer,39.72,Placed,3. Low Skill + High CGPA,3.0000000000000004,0,Low Risk,High,9.510000000000002
S238,6.37,ECE,1,1,0,0,0,82.2,4.3,65.1,1,5,0,58.4,1,1,Startup,Software Engineer,44.83,Placed,4. Low Skill + Low CGPA,2.6,0,Low Risk,High,24.58
S239,5.22,Civil,1,0,1,1,1,1.6,7.1,68.3,1,4,0,84.7,3,1,Mid-size,Software Engineer,55.38,Placed,2. High Skill + Low CGPA,2.2,0,Low Risk,High,9.51
S240,7.27,IT,1,1,0,0,1,17.5,7.4,74.8,1,6,0,82.7,2,1,Mid-size,Software Engineer,51.48,Placed,4. Low Skill + Low CGPA,3.0000000000000004,0,Low Risk,High,13.370000000000001
S241,5.93,Mechanical,1,0,0,0,1,28.6,9.6,98.2,1,1,1,51.3,1,1,Startup,Data Scientist,47.07,Placed,4. Low Skill + Low CGPA,1.0,1,High Risk,High,17.1
S242,8.65,IT,2,1,0,1,0,25.3,7.1,71.3,1,4,0,75.0,2,1,Mid-size,Software Engineer,63.96,Placed,3. Low Skill + High CGPA,2.2,0,Low Risk,High,14.25
S243,7.29,Mechanical,1,1,0,0,1,4.0,5.7,52.5,0,3,0,47.2,2,1,Mid-size,Web Developer,57.67,Placed,4. Low Skill + Low CGPA,1.2000000000000002,0,Low Risk,High,7.67
S244,7.56,Civil,2,1,1,0,1,47.6,8.0,85.8,0,1,0,60.2,3,1,MNC,Analyst,76.5,Placed,1. High Skill + High CGPA,0.4,0,Low Risk,High,19.950000000000003
S245,5.17,IT,3,1,0,1,0,2.5,6.7,54.2,0,1,1,49.2,2,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,0.4,1,High Risk,Not Placed,7.340000000000001
S246,9.61,Mechanical,3,1,1,0,0,56.8,7.9,52.6,1,5,0,83.0,2,1,MNC,Software Engineer,70.19,Placed,3. Low Skill + High CGPA,2.6,0,Low Risk,High,18.91
S247,7.62,IT,2,1,0,0,0,96.1,8.0,96.0,0,1,0,35.9,1,1,Startup,Software Engineer,47.22,Placed,3. Low Skill + High CGPA,0.4,0,Low Risk,High,30.07
S248,7.53,Mechanical,1,1,1,0,0,67.8,7.3,60.8,1,3,0,65.3,2,1,MNC,Analyst,72.55,Placed,3. Low Skill + High CGPA,1.8000000000000003,0,Low Risk,High,21.57
S249,9.17,Mechanical,3,1,0,0,1,6.2,4.6,49.8,1,6,0,77.9,2,1,MNC,Web Developer,66.39,Placed,3. Low Skill + High CGPA,3.0000000000000004,0,Low Risk,High,8.33
S250,8.24,EEE,3,0,0,0,0,94.2,8.7,67.7,2,4,0,65.1,0,1,Startup,Data Scientist,54.48,Placed,3. Low Skill + High CGPA,2.8,0,Low Risk,High,27.380000000000003
S251,6.57,CSE,3,1,0,0,0,34.2,6.6,89.9,0,6,0,56.0,1,1,Startup,Data Scientist,44.88,Placed,4. Low Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,17.69
S252,8.67,CSE,3,1,1,0,0,4.5,5.3,40.9,1,5,1,71.6,2,1,Mid-size,Analyst,54.74,Placed,3. Low Skill + High CGPA,2.6,1,High Risk,High,7.02
S253,5.05,Civil,3,1,1,0,0,46.4,4.7,98.8,0,1,1,41.9,2,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,0.4,1,High Risk,Not Placed,20.380000000000003
S254,8.08,CSE,3,1,0,1,1,74.8,7.4,54.8,1,6,0,96.9,3,1,MNC,Software Engineer,68.94,Placed,1. High Skill + High CGPA,3.0000000000000004,0,Low Risk,High,23.13
S255,8.46,ECE,3,1,0,0,0,57.8,6.2,89.4,2,6,1,81.5,1,1,Startup,Web Developer,40.94,Placed,3. Low Skill + High CGPA,3.6000000000000005,1,High Risk,High,22.620000000000005
S256,5.78,Civil,2,1,0,1,0,18.3,4.8,74.6,2,5,0,77.4,2,1,MNC,Software Engineer,86.84,Placed,4. Low Skill + Low CGPA,3.2,0,Low Risk,High,13.25
S257,7.66,Mechanical,3,0,1,0,0,65.6,9.8,73.7,2,5,0,81.8,1,1,Startup,Analyst,49.0,Placed,3. Low Skill + High CGPA,3.2,0,Low Risk,High,22.82
S258,8.47,CSE,2,1,0,0,1,4.7,5.9,66.3,2,2,0,66.2,2,1,Mid-size,Web Developer,60.54,Placed,3. Low Skill + High CGPA,2.0,0,Low Risk,High,9.36
S259,6.98,CSE,2,0,0,1,0,41.9,5.0,92.8,1,6,0,69.7,1,1,Startup,Analyst,42.6,Placed,4. Low Skill + Low CGPA,3.0000000000000004,0,Low Risk,High,19.51
S260,5.25,Civil,2,1,0,0,0,9.1,5.9,42.6,2,4,0,71.6,1,1,Startup,Data Scientist,38.38,Placed,4. Low Skill + Low CGPA,2.8,0,Low Risk,High,7.870000000000001
S261,6.19,EEE,1,0,1,0,0,25.0,7.3,56.5,3,6,0,87.3,1,1,Startup,Analyst,41.56,Placed,4. Low Skill + Low CGPA,4.2,0,Low Risk,High,13.030000000000001
S262,9.83,Mechanical,3,1,1,0,1,80.5,9.7,64.0,2,3,0,96.9,3,1,MNC,Web Developer,85.75,Placed,1. High Skill + High CGPA,2.4000000000000004,0,Low Risk,High,25.119999999999997
S263,6.52,EEE,2,0,0,1,0,49.7,9.5,86.6,0,1,1,45.7,1,1,Startup,Analyst,42.72,Placed,4. Low Skill + Low CGPA,0.4,1,High Risk,High,20.0
S264,5.26,ECE,1,0,0,0,0,83.0,9.7,58.3,0,6,1,63.4,0,1,Startup,Software Engineer,35.56,Placed,4. Low Skill + Low CGPA,2.4000000000000004,1,High Risk,High,24.299999999999997
S265,7.87,ECE,2,1,0,0,0,78.7,5.8,42.4,1,5,0,57.5,1,1,Startup,Data Scientist,46.2,Placed,3. Low Skill + High CGPA,2.6,0,Low Risk,High,21.759999999999998
S266,8.76,EEE,3,0,1,0,0,41.0,5.0,53.3,0,4,1,49.3,1,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,1.6,1,High Risk,Not Placed,14.930000000000001
S267,7.25,Mechanical,3,0,1,0,0,75.2,4.3,69.6,1,3,0,49.8,1,1,Startup,Web Developer,39.16,Placed,4. Low Skill + Low CGPA,1.8000000000000003,0,Low Risk,High,23.330000000000002
